input_csv,image_path,idx_in_cluster,description,objects,objects_not_found
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1419/cluster_items_objects_np.csv,Images/London/London_0001363_2015_05_193_51.49239283654551_-0.1334124332940999_q3o4HRgV7wLvTx4D8vZ-gA.jpg,0,"Multi-story building with light brown facade, white window frames, white ground floor entrance portico with dark door, street sign on corner, low wall and steps on left, asphalt street with white dashed parking lines, multi-story building with light beige stucco facade and white framed windows on right, reddish-brown brick building with arched entryway in right middle distance, distant urban buildings.",building. facade. frame. portico. door. sign. corner. wall. step. street. window,frame. portico. corner. wall
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1419/cluster_items_objects_np.csv,Images/London/London_0001363_2016_05_209_51.49240738608074_-0.1334067632711825_V2IK-Ktm967sk5X1OduknQ.jpg,2,"Multi-story light-colored building with many windows in the far background, narrow asphalt street, a row of multi-story brick-faced buildings on the left leading to an archway, beige/cream painted buildings with white-framed windows further down the left street, yellow line road marking, multi-story building with a light beige/cream painted facade and white-framed windows on the right, dark vertical downpipe on the right building, vertical exposed brickwork section, modern-style building with a large grey roller shutter door at ground level, and a large dark-framed window section with internal horizontal blinds above the shutter on the far right.",building. street. facade. door. right,right
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1419/cluster_items_objects_np.csv,Images/London/London_0001363_2019_03_196_51.4924193574151_-0.1333986503376884_kxwwck6UcBJOdnil2uKvrw.jpg,3,"Multi-story pale yellow building with dark balconies and white-framed windows on the left, white street sign on its facade, curved light-colored multi-story building with white-framed windows, asphalt road, multi-story light beige building with large white-framed windows and a black vertical pipe on the right, brick sections on its corner, grey metallic roller shutter garage door.",building. road. light. pipe. corner. door,corner
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1419/cluster_items_objects_np.csv,Images/London/London_0001363_2018_01_201_51.49239991533725_-0.1334085184261402_H3S473uHNB22oadDJyCL1A.jpg,4,"Curved light-colored multi-story building facade on the far left, dark paved street surface, multi-story buildings with mixed facades including red brick and lighter tones lining the left side of the street receding into the distance, a multi-story red brick building with an archway and white-framed windows further down on the right, a prominent multi-story light beige stucco building with a black vertical drainpipe and multiple white-framed, rectangular windows with multiple panes, some showing internal horizontal blinds, on the right side, and a red brick corner section on the extreme right edge.",building. brick. side. street. window. drainpipe. pane. edge,side. edge
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1420/cluster_items_objects_np.csv,Images/London/London_0001362_2016_09_347_51.49242939503866_-0.1341634482074472_5cjdE6ovd6zkb2pRuUIjkA.jpg,5,"Multi-story building with a light-colored stone facade and rectangular windows, black metal fence lining a grey stone sidewalk, row of multi-story reddish-brown brick buildings with white window frames and a light-colored stone gatepost structure, asphalt street with a ""SLOW"" road marking and white dashed lines, mature leafy trees lining the right side of the street, black metal fence bordering a green space, multi-story building with a light-colored facade partially obscured by trees, tall reddish-brown brick building with a distinctive dark roof or spire in the background.",building. fence. sidewalk. tree. street. roof. spire,spire
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1420/cluster_items_objects_np.csv,Images/London/London_0001362_2020_11_347_51.49240241958752_-0.1341800335902271_9ocMXZCM88oQ7pBOQo_sJQ.jpg,10,"Tall light-colored building with large rectangular windows and block-patterned facade, row of reddish-brown brick terrace houses with bay windows, narrow asphalt road with ""SLOW"" painted text, distant church spire, large mature deciduous trees, black metal railings, pavement.",building. house. road. tree. railing. pavement,house
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1421/cluster_items_objects_np.csv,Images/London/London_0001320_2014_05_325_51.49239560555979_-0.1636787554698784_vNY1Sfm6WXG2KgqTjy2fSQ.jpg,1,"A large green tree partially obscures a multi-story brown brick building featuring uniformly white-framed rectangular windows, positioned behind a low black metal fence and a dark green hedge; alongside this is a grey paved sidewalk, bordered by an asphalt road displaying a white 'SLO' marking; further to the right and in the background, a large green tree stands in front of a multi-story white building with multiple windows, with the residential street receding into the distance.",tree. building. sidewalk. road. marking. right. front. street,right. front
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1426/cluster_items_objects_np.csv,Images/London/London_0001308_2020_08_077_51.49241827248961_-0.1723159305040313_LG6KJZ6mGBCU_fc99QfKTQ.jpg,1,"White building facade with horizontal decorative banding, partial black ornate balcony railing (left), arched window with white frames and curtains, black ornate balcony railing (above window), white building facade with horizontal decorative banding (right section), partial black ornate balcony railing (far right), dense trimmed green hedge (across bottom).",facade. window. frame,frame
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1426/cluster_items_objects_np.csv,Images/London/London_0001308_2014_06_077_51.4924062553604_-0.1722938309391044_Vd9aqCnvhRDF_5LZnjX2xw.jpg,2,"Dark ornate balcony railing, light-colored building facade with subtle horizontal lines, arched window with white grid frame and architrave, dense dark green hedge, second arched window with white grid frame and architrave, fluted column, dark brown ground strip.",railing. facade. window. frame. architrave. column. strip,frame. architrave. strip
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1427/cluster_items_objects_np.csv,Images/London/London_0001354_2017_03_350_51.49242126423968_-0.1400931665393018_6fs3qHwA-wkJY9uxPoMzPw.jpg,1,"Light-colored multi-story building, ""THE LONDON DENTAL STUDIO"" shopfront with large glass windows, ""Crest"" pharmacy shopfront with blue and white signage and a green cross emblem, paved sidewalk, asphalt road with white line markings, intersection with a traffic light pole, light-colored corner building with a dark ground-floor shopfront, row of multi-story terraced buildings with varying facades extending into the distance.",building. road. sidewalk. marking. pole. row. facade,row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1427/cluster_items_objects_np.csv,Images/London/London_0001354_2014_06_007_51.4924339548302_-0.1401046068086063_aoMUD8G1RYm6tLACXD_uHg.jpg,3,"Part of a light-colored multi-story building, dark shopfront with partially visible 'dbins' sign on a corner building, large blank cream wall with three 'X' markings on the corner building, traffic light pole with red lights, a long row of multi-story brown brick/stone terraced buildings with windows, street extending into the distance, road markings for an intersection, tree-lined pavement, a distinctive brick/stone building with an angled facade and multiple flags on the right corner of the intersection, traffic light pole with red lights.",building. shopfront. wall. window. street. pavement. facade. flag. corner,corner
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1428/cluster_items_objects_np.csv,Images/London/London_0001385_2020_11_337_51.49243980365008_-0.118131671890695_7RQ3rQ_HZiQUj4eyxqmvag.jpg,3,"Wooden fence with green lattice behind, dark reddish-brown brick multi-story building with white-framed windows, grey downpipe, a blue square street sign on a black pole with a blue base, a long row of dark reddish-brown brick multi-story buildings with repeating white-framed windows, pavement, street with double yellow lines, and distant multi-story brick buildings leading to taller modern buildings in the background.",building. window. downpipe. sign. pole. base. row. pavement. street,downpipe. base. row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_143/cluster_items_objects_np.csv,Images/London/London_0000051_2015_05_156_51.48642364346044_-0.144776235673493_L8acTXJcEgE5qKnL9XyWpw.jpg,1,"Low brick wall with dense green shrubs, a low-rise tan brick building with white horizontal bands and regularly spaced white-framed rectangular windows with dark panels, a large deciduous tree with a dense green canopy, a tall multi-story residential building with light-colored facades, numerous balconies, and a distinctive circular rooftop structure, a black lamppost, a grey sidewalk, a dark asphalt road, and a distant tall multi-story residential building with balconies.",building. tree. canopy. facade. lamppost. sidewalk. road,canopy
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_143/cluster_items_objects_np.csv,Images/London/London_0000051_2012_09_166_51.4864291441493_-0.1447860305427619_T8gmkrjMMXawpO_Qi8H3_Q.jpg,3,"Green bushes and foliage, low brick retaining wall, three-story brown brick apartment building with white-framed rectangular windows and dark panels, grey concrete sidewalk, tall black street pole, large green tree, asphalt road with white dashed parking lines and a ""DISABLED"" parking bay marking, multiple tall light-colored apartment buildings with balconies in the mid-ground and background, another tall light-colored apartment building on the right side of the street, street light pole.",wall. building. tree. road. sidewalk. pole. ground. side,side
